YEAR,MO,DY,HR,WS50M,Location,Latitude ,Longitude 
2013,3,2,13,8.09,Marsabit ,2.3286,37.9837
2013,3,2,14,7.68,Marsabit ,2.3286,37.9837
2013,3,2,15,7.61,Marsabit ,2.3286,37.9837
2013,3,2,16,7.8,Marsabit ,2.3286,37.9837
2013,3,2,17,8.17,Marsabit ,2.3286,37.9837
2013,3,2,18,8.42,Marsabit ,2.3286,37.9837
2013,3,2,19,8.26,Marsabit ,2.3286,37.9837
2013,3,2,20,8.17,Marsabit ,2.3286,37.9837
2013,3,2,21,8.31,Marsabit ,2.3286,37.9837
2013,3,2,22,8.47,Marsabit ,2.3286,37.9837
2013,3,2,23,8.4,Marsabit ,2.3286,37.9837
2013,3,3,0,8.2,Marsabit ,2.3286,37.9837
2013,3,3,1,8.07,Marsabit ,2.3286,37.9837
2013,3,3,2,8.54,Marsabit ,2.3286,37.9837
2013,3,3,3,9.71,Marsabit ,2.3286,37.9837
2013,3,3,4,10.1,Marsabit ,2.3286,37.9837
2013,3,3,5,9.63,Marsabit ,2.3286,37.9837
2013,3,3,6,9.04,Marsabit ,2.3286,37.9837
2013,3,3,7,10.32,Marsabit ,2.3286,37.9837
2013,3,3,8,10.54,Marsabit ,2.3286,37.9837
2013,3,3,9,10.26,Marsabit ,2.3286,37.9837
2013,3,3,10,9.84,Marsabit ,2.3286,37.9837
2013,3,3,11,9.3,Marsabit ,2.3286,37.9837
2013,3,3,12,8.61,Marsabit ,2.3286,37.9837
2013,3,3,13,7.98,Marsabit ,2.3286,37.9837
2013,3,3,14,7.67,Marsabit ,2.3286,37.9837
2013,3,3,15,7.7,Marsabit ,2.3286,37.9837
2013,3,3,16,7.95,Marsabit ,2.3286,37.9837
2013,3,3,17,8.26,Marsabit ,2.3286,37.9837
2013,3,3,18,8.41,Marsabit ,2.3286,37.9837
2013,3,3,19,8.4,Marsabit ,2.3286,37.9837
2013,3,3,20,8.42,Marsabit ,2.3286,37.9837
2013,3,3,21,8.42,Marsabit ,2.3286,37.9837
2013,3,3,22,8.37,Marsabit ,2.3286,37.9837
2013,3,3,23,8.21,Marsabit ,2.3286,37.9837
2013,3,4,0,7.96,Marsabit ,2.3286,37.9837
2013,3,4,1,7.65,Marsabit ,2.3286,37.9837
2013,3,4,2,7.5,Marsabit ,2.3286,37.9837
2013,3,4,3,7.87,Marsabit ,2.3286,37.9837
2013,3,4,4,9.24,Marsabit ,2.3286,37.9837
2013,3,4,5,9.49,Marsabit ,2.3286,37.9837
2013,3,4,6,9.43,Marsabit ,2.3286,37.9837
2013,3,4,7,10.21,Marsabit ,2.3286,37.9837
2013,3,4,8,10.34,Marsabit ,2.3286,37.9837
2013,3,4,9,9.83,Marsabit ,2.3286,37.9837
2013,3,4,10,9.24,Marsabit ,2.3286,37.9837
2013,3,4,11,8.61,Marsabit ,2.3286,37.9837
2013,3,4,12,7.96,Marsabit ,2.3286,37.9837
2013,3,4,13,7.39,Marsabit ,2.3286,37.9837
2013,3,4,14,7.06,Marsabit ,2.3286,37.9837
2013,3,4,15,7.02,Marsabit ,2.3286,37.9837
2013,3,4,16,7.23,Marsabit ,2.3286,37.9837
2013,3,4,17,7.44,Marsabit ,2.3286,37.9837
2013,3,4,18,7.6,Marsabit ,2.3286,37.9837
2013,3,4,19,7.88,Marsabit ,2.3286,37.9837
2013,3,4,20,8.24,Marsabit ,2.3286,37.9837
2013,3,4,21,8.59,Marsabit ,2.3286,37.9837
2013,3,4,22,8.92,Marsabit ,2.3286,37.9837
2013,3,4,23,9.08,Marsabit ,2.3286,37.9837
2013,3,5,0,9.04,Marsabit ,2.3286,37.9837
2013,3,5,1,8.85,Marsabit ,2.3286,37.9837
2013,3,5,2,8.62,Marsabit ,2.3286,37.9837
2013,3,5,3,8.72,Marsabit ,2.3286,37.9837
2013,3,5,4,9.47,Marsabit ,2.3286,37.9837
2013,3,5,5,9.7,Marsabit ,2.3286,37.9837
2013,3,5,6,9.16,Marsabit ,2.3286,37.9837
2013,3,5,7,10.51,Marsabit ,2.3286,37.9837
2013,3,5,8,10.41,Marsabit ,2.3286,37.9837
2013,3,5,9,9.83,Marsabit ,2.3286,37.9837
2013,3,5,10,9.17,Marsabit ,2.3286,37.9837
2013,3,5,11,8.42,Marsabit ,2.3286,37.9837
2013,3,5,12,7.7,Marsabit ,2.3286,37.9837
2013,3,5,13,7.07,Marsabit ,2.3286,37.9837
2013,3,5,14,6.68,Marsabit ,2.3286,37.9837
2013,3,5,15,6.54,Marsabit ,2.3286,37.9837
2013,3,5,16,6.53,Marsabit ,2.3286,37.9837
2013,3,5,17,6.59,Marsabit ,2.3286,37.9837
2013,3,5,18,6.79,Marsabit ,2.3286,37.9837
2013,3,5,19,7.28,Marsabit ,2.3286,37.9837
2013,3,5,20,7.82,Marsabit ,2.3286,37.9837
2013,3,5,21,8.33,Marsabit ,2.3286,37.9837
2013,3,5,22,8.75,Marsabit ,2.3286,37.9837
2013,3,5,23,9,Marsabit ,2.3286,37.9837
2013,3,6,0,9.01,Marsabit ,2.3286,37.9837
2013,3,6,1,8.87,Marsabit ,2.3286,37.9837
2013,3,6,2,8.65,Marsabit ,2.3286,37.9837
2013,3,6,3,8.5,Marsabit ,2.3286,37.9837
2013,3,6,4,8.86,Marsabit ,2.3286,37.9837
2013,3,6,5,9.69,Marsabit ,2.3286,37.9837
2013,3,6,6,9.35,Marsabit ,2.3286,37.9837
2013,3,6,7,11.17,Marsabit ,2.3286,37.9837
2013,3,6,8,11.11,Marsabit ,2.3286,37.9837
2013,3,6,9,10.5,Marsabit ,2.3286,37.9837
2013,3,6,10,9.86,Marsabit ,2.3286,37.9837
2013,3,6,11,9.19,Marsabit ,2.3286,37.9837
2013,3,6,12,8.42,Marsabit ,2.3286,37.9837
2013,3,6,13,7.66,Marsabit ,2.3286,37.9837
2013,3,6,14,7.1,Marsabit ,2.3286,37.9837
2013,3,6,15,6.81,Marsabit ,2.3286,37.9837
2013,3,6,16,6.76,Marsabit ,2.3286,37.9837
2013,3,6,17,6.85,Marsabit ,2.3286,37.9837
2013,3,6,18,6.96,Marsabit ,2.3286,37.9837
2013,3,6,19,7.27,Marsabit ,2.3286,37.9837
2013,3,6,20,7.62,Marsabit ,2.3286,37.9837
2013,3,6,21,7.92,Marsabit ,2.3286,37.9837
2013,3,6,22,8.18,Marsabit ,2.3286,37.9837
2013,3,6,23,8.37,Marsabit ,2.3286,37.9837
2013,3,7,0,8.22,Marsabit ,2.3286,37.9837
2013,3,7,1,8.2,Marsabit ,2.3286,37.9837
2013,3,7,2,8.26,Marsabit ,2.3286,37.9837
2013,3,7,3,8.61,Marsabit ,2.3286,37.9837
2013,3,7,4,8.88,Marsabit ,2.3286,37.9837
2013,3,7,5,9.57,Marsabit ,2.3286,37.9837
2013,3,7,6,9.17,Marsabit ,2.3286,37.9837
2013,3,7,7,10.81,Marsabit ,2.3286,37.9837
2013,3,7,8,10.74,Marsabit ,2.3286,37.9837
2013,3,7,9,10.22,Marsabit ,2.3286,37.9837
2013,3,7,10,9.74,Marsabit ,2.3286,37.9837
2013,3,7,11,9.24,Marsabit ,2.3286,37.9837
2013,3,7,12,8.66,Marsabit ,2.3286,37.9837
2013,3,7,13,8.17,Marsabit ,2.3286,37.9837
2013,3,7,14,7.84,Marsabit ,2.3286,37.9837
2013,3,7,15,7.63,Marsabit ,2.3286,37.9837
2013,3,7,16,7.58,Marsabit ,2.3286,37.9837
2013,3,7,17,7.64,Marsabit ,2.3286,37.9837
2013,3,7,18,7.71,Marsabit ,2.3286,37.9837
2013,3,7,19,7.78,Marsabit ,2.3286,37.9837
2013,3,7,20,8.09,Marsabit ,2.3286,37.9837
2013,3,7,21,8.27,Marsabit ,2.3286,37.9837
2013,3,7,22,8.38,Marsabit ,2.3286,37.9837
2013,3,7,23,8.4,Marsabit ,2.3286,37.9837
2013,3,8,0,8.2,Marsabit ,2.3286,37.9837
2013,3,8,1,8.2,Marsabit ,2.3286,37.9837
2013,3,8,2,8.72,Marsabit ,2.3286,37.9837
2013,3,8,3,9.66,Marsabit ,2.3286,37.9837
2013,3,8,4,9.77,Marsabit ,2.3286,37.9837
2013,3,8,5,9.82,Marsabit ,2.3286,37.9837
2013,3,8,6,9.37,Marsabit ,2.3286,37.9837
2013,3,8,7,10.92,Marsabit ,2.3286,37.9837
2013,3,8,8,11.33,Marsabit ,2.3286,37.9837
2013,3,8,9,11.3,Marsabit ,2.3286,37.9837
2013,3,8,10,11.13,Marsabit ,2.3286,37.9837
2013,3,8,11,10.71,Marsabit ,2.3286,37.9837
2013,3,8,12,10.13,Marsabit ,2.3286,37.9837
2013,3,8,13,9.52,Marsabit ,2.3286,37.9837
2013,3,8,14,9,Marsabit ,2.3286,37.9837
2013,3,8,15,8.7,Marsabit ,2.3286,37.9837
2013,3,8,16,8.59,Marsabit ,2.3286,37.9837
2013,3,8,17,8.59,Marsabit ,2.3286,37.9837
2013,3,8,18,8.38,Marsabit ,2.3286,37.9837
2013,3,8,19,8.3,Marsabit ,2.3286,37.9837
2013,3,8,20,8.5,Marsabit ,2.3286,37.9837
2013,3,8,21,8.69,Marsabit ,2.3286,37.9837
2013,3,8,22,8.77,Marsabit ,2.3286,37.9837
2013,3,8,23,8.71,Marsabit ,2.3286,37.9837
2013,3,9,0,8.42,Marsabit ,2.3286,37.9837
2013,3,9,1,7.95,Marsabit ,2.3286,37.9837
2013,3,9,2,7.49,Marsabit ,2.3286,37.9837
2013,3,9,3,7.49,Marsabit ,2.3286,37.9837
2013,3,9,4,8.32,Marsabit ,2.3286,37.9837
2013,3,9,5,9.47,Marsabit ,2.3286,37.9837
2013,3,9,6,9.83,Marsabit ,2.3286,37.9837
2013,3,9,7,10.55,Marsabit ,2.3286,37.9837
2013,3,9,8,10.41,Marsabit ,2.3286,37.9837
2013,3,9,9,9.9,Marsabit ,2.3286,37.9837
2013,3,9,10,9.42,Marsabit ,2.3286,37.9837
2013,3,9,11,9.03,Marsabit ,2.3286,37.9837
2013,3,9,12,8.55,Marsabit ,2.3286,37.9837
2013,3,9,13,8.01,Marsabit ,2.3286,37.9837
2013,3,9,14,7.65,Marsabit ,2.3286,37.9837
2013,3,9,15,7.61,Marsabit ,2.3286,37.9837
2013,3,9,16,7.74,Marsabit ,2.3286,37.9837
2013,3,9,17,7.89,Marsabit ,2.3286,37.9837
2013,3,9,18,7.99,Marsabit ,2.3286,37.9837
2013,3,9,19,8.42,Marsabit ,2.3286,37.9837
2013,3,9,20,8.82,Marsabit ,2.3286,37.9837
2013,3,9,21,9.04,Marsabit ,2.3286,37.9837
2013,3,9,22,9.09,Marsabit ,2.3286,37.9837
2013,3,9,23,9.03,Marsabit ,2.3286,37.9837
2013,3,10,0,8.89,Marsabit ,2.3286,37.9837
2013,3,10,1,8.66,Marsabit ,2.3286,37.9837
2013,3,10,2,8.48,Marsabit ,2.3286,37.9837
2013,3,10,3,8.73,Marsabit ,2.3286,37.9837
2013,3,10,4,8.84,Marsabit ,2.3286,37.9837
2013,3,10,5,8.32,Marsabit ,2.3286,37.9837
2013,3,10,6,8.14,Marsabit ,2.3286,37.9837
2013,3,10,7,10.18,Marsabit ,2.3286,37.9837
2013,3,10,8,10.26,Marsabit ,2.3286,37.9837
2013,3,10,9,9.68,Marsabit ,2.3286,37.9837
2013,3,10,10,9.09,Marsabit ,2.3286,37.9837
2013,3,10,11,8.56,Marsabit ,2.3286,37.9837
2013,3,10,12,7.86,Marsabit ,2.3286,37.9837
2013,3,10,13,7.24,Marsabit ,2.3286,37.9837
2013,3,10,14,6.91,Marsabit ,2.3286,37.9837
2013,3,10,15,6.8,Marsabit ,2.3286,37.9837
2013,3,10,16,6.92,Marsabit ,2.3286,37.9837
2013,3,10,17,7.19,Marsabit ,2.3286,37.9837
2013,3,10,18,7.54,Marsabit ,2.3286,37.9837
2013,3,10,19,8.08,Marsabit ,2.3286,37.9837
2013,3,10,20,8.35,Marsabit ,2.3286,37.9837
2013,3,10,21,8.39,Marsabit ,2.3286,37.9837
2013,3,10,22,8.3,Marsabit ,2.3286,37.9837
2013,3,10,23,8.34,Marsabit ,2.3286,37.9837
2013,3,11,0,8.39,Marsabit ,2.3286,37.9837
2013,3,11,1,8.15,Marsabit ,2.3286,37.9837
2013,3,11,2,7.82,Marsabit ,2.3286,37.9837
2013,3,11,3,8.06,Marsabit ,2.3286,37.9837
2013,3,11,4,8.23,Marsabit ,2.3286,37.9837
2013,3,11,5,8.13,Marsabit ,2.3286,37.9837
2013,3,11,6,9.09,Marsabit ,2.3286,37.9837
2013,3,11,7,10.08,Marsabit ,2.3286,37.9837
2013,3,11,8,9.85,Marsabit ,2.3286,37.9837
2013,3,11,9,9.48,Marsabit ,2.3286,37.9837
2013,3,11,10,9.21,Marsabit ,2.3286,37.9837
2013,3,11,11,9.03,Marsabit ,2.3286,37.9837
2013,3,11,12,8.76,Marsabit ,2.3286,37.9837
2013,3,11,13,8.35,Marsabit ,2.3286,37.9837
2013,3,11,14,8,Marsabit ,2.3286,37.9837
2013,3,11,15,7.72,Marsabit ,2.3286,37.9837
2013,3,11,16,7.41,Marsabit ,2.3286,37.9837
2013,3,11,17,6.96,Marsabit ,2.3286,37.9837
2013,3,11,18,6.45,Marsabit ,2.3286,37.9837
2013,3,11,19,6.23,Marsabit ,2.3286,37.9837
2013,3,11,20,6.52,Marsabit ,2.3286,37.9837
2013,3,11,21,7.7,Marsabit ,2.3286,37.9837
2013,3,11,22,9.17,Marsabit ,2.3286,37.9837
2013,3,11,23,9.23,Marsabit ,2.3286,37.9837
2013,3,12,0,8.16,Marsabit ,2.3286,37.9837
2013,3,12,1,7.04,Marsabit ,2.3286,37.9837
2013,3,12,2,6.49,Marsabit ,2.3286,37.9837
2013,3,12,3,6.38,Marsabit ,2.3286,37.9837
2013,3,12,4,6.69,Marsabit ,2.3286,37.9837
2013,3,12,5,7.18,Marsabit ,2.3286,37.9837
2013,3,12,6,7.26,Marsabit ,2.3286,37.9837
2013,3,12,7,9.49,Marsabit ,2.3286,37.9837
2013,3,12,8,10.19,Marsabit ,2.3286,37.9837
2013,3,12,9,9.73,Marsabit ,2.3286,37.9837
2013,3,12,10,9.3,Marsabit ,2.3286,37.9837
2013,3,12,11,9.05,Marsabit ,2.3286,37.9837
2013,3,12,12,8.92,Marsabit ,2.3286,37.9837
2013,3,12,13,8.85,Marsabit ,2.3286,37.9837
2013,3,12,14,8.9,Marsabit ,2.3286,37.9837
2013,3,12,15,9.1,Marsabit ,2.3286,37.9837
2013,3,12,16,9.25,Marsabit ,2.3286,37.9837
2013,3,12,17,9.37,Marsabit ,2.3286,37.9837
2013,3,12,18,9.25,Marsabit ,2.3286,37.9837
2013,3,12,19,9.15,Marsabit ,2.3286,37.9837
2013,3,12,20,9.16,Marsabit ,2.3286,37.9837
2013,3,12,21,8.47,Marsabit ,2.3286,37.9837
2013,3,12,22,8.17,Marsabit ,2.3286,37.9837
2013,3,12,23,7.75,Marsabit ,2.3286,37.9837
2013,3,13,0,7.18,Marsabit ,2.3286,37.9837
2013,3,13,1,6.72,Marsabit ,2.3286,37.9837
2013,3,13,2,6.58,Marsabit ,2.3286,37.9837
2013,3,13,3,6.87,Marsabit ,2.3286,37.9837
2013,3,13,4,7.52,Marsabit ,2.3286,37.9837
2013,3,13,5,8.5,Marsabit ,2.3286,37.9837
2013,3,13,6,8.66,Marsabit ,2.3286,37.9837
2013,3,13,7,10.21,Marsabit ,2.3286,37.9837
2013,3,13,8,10.62,Marsabit ,2.3286,37.9837
2013,3,13,9,10.44,Marsabit ,2.3286,37.9837
2013,3,13,10,10.24,Marsabit ,2.3286,37.9837
2013,3,13,11,10.05,Marsabit ,2.3286,37.9837
2013,3,13,12,9.67,Marsabit ,2.3286,37.9837
2013,3,13,13,8.94,Marsabit ,2.3286,37.9837
2013,3,13,14,8.19,Marsabit ,2.3286,37.9837
2013,3,13,15,7.64,Marsabit ,2.3286,37.9837
2013,3,13,16,7.41,Marsabit ,2.3286,37.9837
2013,3,13,17,7.23,Marsabit ,2.3286,37.9837
2013,3,13,18,6.63,Marsabit ,2.3286,37.9837
2013,3,13,19,6.38,Marsabit ,2.3286,37.9837
2013,3,13,20,6.58,Marsabit ,2.3286,37.9837
2013,3,13,21,6.97,Marsabit ,2.3286,37.9837
2013,3,13,22,7.42,Marsabit ,2.3286,37.9837
2013,3,13,23,7.39,Marsabit ,2.3286,37.9837
2013,3,14,0,7.32,Marsabit ,2.3286,37.9837
2013,3,14,1,7.03,Marsabit ,2.3286,37.9837
2013,3,14,2,7.24,Marsabit ,2.3286,37.9837
2013,3,14,3,7.45,Marsabit ,2.3286,37.9837
2013,3,14,4,7.45,Marsabit ,2.3286,37.9837
2013,3,14,5,7.96,Marsabit ,2.3286,37.9837
2013,3,14,6,8.56,Marsabit ,2.3286,37.9837
2013,3,14,7,10.1,Marsabit ,2.3286,37.9837
2013,3,14,8,10.53,Marsabit ,2.3286,37.9837
2013,3,14,9,10.38,Marsabit ,2.3286,37.9837
2013,3,14,10,10.14,Marsabit ,2.3286,37.9837
2013,3,14,11,9.82,Marsabit ,2.3286,37.9837
2013,3,14,12,9.46,Marsabit ,2.3286,37.9837
2013,3,14,13,9.15,Marsabit ,2.3286,37.9837
2013,3,14,14,8.93,Marsabit ,2.3286,37.9837
2013,3,14,15,8.85,Marsabit ,2.3286,37.9837
2013,3,14,16,8.92,Marsabit ,2.3286,37.9837
2013,3,14,17,9.02,Marsabit ,2.3286,37.9837
2013,3,14,18,8.82,Marsabit ,2.3286,37.9837
2013,3,14,19,9.04,Marsabit ,2.3286,37.9837
2013,3,14,20,9.18,Marsabit ,2.3286,37.9837
2013,3,14,21,9.08,Marsabit ,2.3286,37.9837
2013,3,14,22,8.84,Marsabit ,2.3286,37.9837
2013,3,14,23,8.58,Marsabit ,2.3286,37.9837
2013,3,15,0,8.59,Marsabit ,2.3286,37.9837
2013,3,15,1,8.97,Marsabit ,2.3286,37.9837
2013,3,15,2,9.31,Marsabit ,2.3286,37.9837
2013,3,15,3,9.73,Marsabit ,2.3286,37.9837
2013,3,15,4,9.25,Marsabit ,2.3286,37.9837
2013,3,15,5,8.65,Marsabit ,2.3286,37.9837
2013,3,15,6,8.07,Marsabit ,2.3286,37.9837
2013,3,15,7,9.01,Marsabit ,2.3286,37.9837
2013,3,15,8,9.12,Marsabit ,2.3286,37.9837
2013,3,15,9,9.08,Marsabit ,2.3286,37.9837
2013,3,15,10,9.08,Marsabit ,2.3286,37.9837
2013,3,15,11,8.96,Marsabit ,2.3286,37.9837
2013,3,15,12,8.69,Marsabit ,2.3286,37.9837
2013,3,15,13,8.54,Marsabit ,2.3286,37.9837
2013,3,15,14,8.59,Marsabit ,2.3286,37.9837
2013,3,15,15,8.79,Marsabit ,2.3286,37.9837
2013,3,15,16,9.05,Marsabit ,2.3286,37.9837
2013,3,15,17,9.22,Marsabit ,2.3286,37.9837
2013,3,15,18,8.84,Marsabit ,2.3286,37.9837
2013,3,15,19,8.61,Marsabit ,2.3286,37.9837
2013,3,15,20,8.56,Marsabit ,2.3286,37.9837
2013,3,15,21,8.5,Marsabit ,2.3286,37.9837
2013,3,15,22,8.35,Marsabit ,2.3286,37.9837
2013,3,15,23,8.1,Marsabit ,2.3286,37.9837
2013,3,16,0,8.01,Marsabit ,2.3286,37.9837
2013,3,16,1,8.2,Marsabit ,2.3286,37.9837
2013,3,16,2,8.87,Marsabit ,2.3286,37.9837
2013,3,16,3,9.49,Marsabit ,2.3286,37.9837
2013,3,16,4,9.37,Marsabit ,2.3286,37.9837
2013,3,16,5,9.57,Marsabit ,2.3286,37.9837
2013,3,16,6,9.01,Marsabit ,2.3286,37.9837
2013,3,16,7,10.2,Marsabit ,2.3286,37.9837
2013,3,16,8,10.35,Marsabit ,2.3286,37.9837
2013,3,16,9,10.04,Marsabit ,2.3286,37.9837
2013,3,16,10,9.64,Marsabit ,2.3286,37.9837
2013,3,16,11,9.29,Marsabit ,2.3286,37.9837
2013,3,16,12,8.98,Marsabit ,2.3286,37.9837
2013,3,16,13,8.78,Marsabit ,2.3286,37.9837
2013,3,16,14,8.75,Marsabit ,2.3286,37.9837
2013,3,16,15,8.89,Marsabit ,2.3286,37.9837
2013,3,16,16,9.13,Marsabit ,2.3286,37.9837
2013,3,16,17,9.21,Marsabit ,2.3286,37.9837
2013,3,16,18,8.79,Marsabit ,2.3286,37.9837
2013,3,16,19,8.24,Marsabit ,2.3286,37.9837
2013,3,16,20,8.13,Marsabit ,2.3286,37.9837
2013,3,16,21,8.06,Marsabit ,2.3286,37.9837
2013,3,16,22,8.03,Marsabit ,2.3286,37.9837
2013,3,16,23,7.9,Marsabit ,2.3286,37.9837
2013,3,17,0,7.92,Marsabit ,2.3286,37.9837
2013,3,17,1,8.27,Marsabit ,2.3286,37.9837
2013,3,17,2,9.2,Marsabit ,2.3286,37.9837
2013,3,17,3,10.5,Marsabit ,2.3286,37.9837
2013,3,17,4,10.88,Marsabit ,2.3286,37.9837
2013,3,17,5,10.66,Marsabit ,2.3286,37.9837
2013,3,17,6,10.12,Marsabit ,2.3286,37.9837
2013,3,17,7,10.97,Marsabit ,2.3286,37.9837
2013,3,17,8,11.14,Marsabit ,2.3286,37.9837
2013,3,17,9,10.91,Marsabit ,2.3286,37.9837
2013,3,17,10,10.52,Marsabit ,2.3286,37.9837
2013,3,17,11,10.04,Marsabit ,2.3286,37.9837
2013,3,17,12,9.62,Marsabit ,2.3286,37.9837
2013,3,17,13,9.26,Marsabit ,2.3286,37.9837
2013,3,17,14,8.9,Marsabit ,2.3286,37.9837
2013,3,17,15,8.63,Marsabit ,2.3286,37.9837
2013,3,17,16,8.44,Marsabit ,2.3286,37.9837
2013,3,17,17,8.34,Marsabit ,2.3286,37.9837
2013,3,17,18,8.11,Marsabit ,2.3286,37.9837
2013,3,17,19,8.08,Marsabit ,2.3286,37.9837
2013,3,17,20,8.11,Marsabit ,2.3286,37.9837
2013,3,17,21,8.18,Marsabit ,2.3286,37.9837
2013,3,17,22,8.23,Marsabit ,2.3286,37.9837
2013,3,17,23,8.18,Marsabit ,2.3286,37.9837
2013,3,18,0,7.97,Marsabit ,2.3286,37.9837
2013,3,18,1,7.7,Marsabit ,2.3286,37.9837
2013,3,18,2,7.7,Marsabit ,2.3286,37.9837
2013,3,18,3,8.39,Marsabit ,2.3286,37.9837
2013,3,18,4,9.66,Marsabit ,2.3286,37.9837
2013,3,18,5,9.06,Marsabit ,2.3286,37.9837
2013,3,18,6,7.86,Marsabit ,2.3286,37.9837
2013,3,18,7,9.6,Marsabit ,2.3286,37.9837
2013,3,18,8,9.59,Marsabit ,2.3286,37.9837
2013,3,18,9,9.06,Marsabit ,2.3286,37.9837
2013,3,18,10,8.59,Marsabit ,2.3286,37.9837
2013,3,18,11,7.99,Marsabit ,2.3286,37.9837
2013,3,18,12,7.31,Marsabit ,2.3286,37.9837
2013,3,18,13,6.71,Marsabit ,2.3286,37.9837
2013,3,18,14,6.3,Marsabit ,2.3286,37.9837
2013,3,18,15,6.01,Marsabit ,2.3286,37.9837
2013,3,18,16,5.85,Marsabit ,2.3286,37.9837
2013,3,18,17,5.89,Marsabit ,2.3286,37.9837
2013,3,18,18,6.29,Marsabit ,2.3286,37.9837
2013,3,18,19,7.1,Marsabit ,2.3286,37.9837
2013,3,18,20,7.66,Marsabit ,2.3286,37.9837
2013,3,18,21,7.81,Marsabit ,2.3286,37.9837
2013,3,18,22,7.58,Marsabit ,2.3286,37.9837
2013,3,18,23,7.29,Marsabit ,2.3286,37.9837
2013,3,19,0,7.07,Marsabit ,2.3286,37.9837
2013,3,19,1,7.06,Marsabit ,2.3286,37.9837
2013,3,19,2,7.63,Marsabit ,2.3286,37.9837
2013,3,19,3,8.75,Marsabit ,2.3286,37.9837
2013,3,19,4,9.01,Marsabit ,2.3286,37.9837
2013,3,19,5,8.07,Marsabit ,2.3286,37.9837
2013,3,19,6,7.36,Marsabit ,2.3286,37.9837
2013,3,19,7,8.26,Marsabit ,2.3286,37.9837
2013,3,19,8,8.52,Marsabit ,2.3286,37.9837
2013,3,19,9,8.26,Marsabit ,2.3286,37.9837
2013,3,19,10,7.86,Marsabit ,2.3286,37.9837
2013,3,19,11,7.47,Marsabit ,2.3286,37.9837
2013,3,19,12,6.81,Marsabit ,2.3286,37.9837
2013,3,19,13,6.14,Marsabit ,2.3286,37.9837
2013,3,19,14,5.63,Marsabit ,2.3286,37.9837
2013,3,19,15,5.42,Marsabit ,2.3286,37.9837
2013,3,19,16,5.55,Marsabit ,2.3286,37.9837
2013,3,19,17,5.68,Marsabit ,2.3286,37.9837
2013,3,19,18,5.78,Marsabit ,2.3286,37.9837
2013,3,19,19,5.93,Marsabit ,2.3286,37.9837
2013,3,19,20,5.76,Marsabit ,2.3286,37.9837
2013,3,19,21,5.41,Marsabit ,2.3286,37.9837
2013,3,19,22,5.33,Marsabit ,2.3286,37.9837
2013,3,19,23,5.11,Marsabit ,2.3286,37.9837
2013,3,20,0,4.85,Marsabit ,2.3286,37.9837
2013,3,20,1,4.52,Marsabit ,2.3286,37.9837
2013,3,20,2,4.17,Marsabit ,2.3286,37.9837
2013,3,20,3,3.95,Marsabit ,2.3286,37.9837
2013,3,20,4,3.86,Marsabit ,2.3286,37.9837
2013,3,20,5,3.95,Marsabit ,2.3286,37.9837
2013,3,20,6,4.33,Marsabit ,2.3286,37.9837
2013,3,20,7,6.14,Marsabit ,2.3286,37.9837
2013,3,20,8,7.49,Marsabit ,2.3286,37.9837
2013,3,20,9,7.58,Marsabit ,2.3286,37.9837
2013,3,20,10,7.53,Marsabit ,2.3286,37.9837
2013,3,20,11,7.44,Marsabit ,2.3286,37.9837
2013,3,20,12,7.34,Marsabit ,2.3286,37.9837
2013,3,20,13,7.17,Marsabit ,2.3286,37.9837
2013,3,20,14,7.08,Marsabit ,2.3286,37.9837
2013,3,20,15,6.96,Marsabit ,2.3286,37.9837
2013,3,20,16,6.89,Marsabit ,2.3286,37.9837
2013,3,20,17,6.61,Marsabit ,2.3286,37.9837
2013,3,20,18,6.08,Marsabit ,2.3286,37.9837
2013,3,20,19,5.83,Marsabit ,2.3286,37.9837
2013,3,20,20,5.8,Marsabit ,2.3286,37.9837
2013,3,20,21,5.86,Marsabit ,2.3286,37.9837
2013,3,20,22,5.95,Marsabit ,2.3286,37.9837
2013,3,20,23,5.95,Marsabit ,2.3286,37.9837
2013,3,21,0,5.82,Marsabit ,2.3286,37.9837
2013,3,21,1,5.58,Marsabit ,2.3286,37.9837
2013,3,21,2,5.3,Marsabit ,2.3286,37.9837
2013,3,21,3,5.01,Marsabit ,2.3286,37.9837
2013,3,21,4,4.97,Marsabit ,2.3286,37.9837
2013,3,21,5,5.38,Marsabit ,2.3286,37.9837
2013,3,21,6,5.73,Marsabit ,2.3286,37.9837
2013,3,21,7,6.75,Marsabit ,2.3286,37.9837
2013,3,21,8,7.64,Marsabit ,2.3286,37.9837
2013,3,21,9,7.7,Marsabit ,2.3286,37.9837
2013,3,21,10,7.77,Marsabit ,2.3286,37.9837
2013,3,21,11,7.86,Marsabit ,2.3286,37.9837
2013,3,21,12,7.92,Marsabit ,2.3286,37.9837
2013,3,21,13,8.01,Marsabit ,2.3286,37.9837
2013,3,21,14,8.19,Marsabit ,2.3286,37.9837
2013,3,21,15,8.29,Marsabit ,2.3286,37.9837
2013,3,21,16,8.25,Marsabit ,2.3286,37.9837
2013,3,21,17,8.12,Marsabit ,2.3286,37.9837
2013,3,21,18,7.79,Marsabit ,2.3286,37.9837
2013,3,21,19,7.5,Marsabit ,2.3286,37.9837
2013,3,21,20,7.13,Marsabit ,2.3286,37.9837
2013,3,21,21,6.54,Marsabit ,2.3286,37.9837
